...1,Class,Order,Country.list,Region,system,biome,realm,year,abundance
161590,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,2005,32
161591,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,2005,32
162315,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2006,4.02
162316,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2006,4.02
162693,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2006,2.94
162694,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2006,2.94
162731,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2006,2.05
162732,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2006,2.05
162915,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2006,6.37
162925,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2006,1.71
162926,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2006,1.71
162942,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2006,6.94
162943,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2006,6.94
162979,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2006,2.87
163014,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2006,14.4
163015,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2006,14.4
163032,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2006,16.9
163033,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2006,16.9
163490,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,2006,19.03
163491,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,2006,19.03
165022,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2006,1.97
165369,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2006,22.82
165370,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2006,22.82
165483,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,2006,1788
165484,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,2006,1788
165589,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,2006,25
165590,Aves,Passeriformes,Spain,Europe,Terrestrial,Mediterranean forests woodlands and scrub,Palearctic,2006,25
166287,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2007,3.95
166288,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2007,3.95
166668,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2007,2.93
166669,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2007,2.93
166706,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2007,2.09
166707,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2007,2.09
166888,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2007,5.87
166897,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2007,1.43
166898,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2007,1.43
166914,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2007,7.35
166915,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2007,7.35
166951,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2007,2.47
166984,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2007,11.8
166985,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2007,11.8
167002,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2007,15
167003,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2007,15
167337,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,2007,18.75
167338,Aves,Passeriformes,Australia,Oceania,Terrestrial,Temperate broadleaf and mixed forests,Australasia,2007,18.75
168414,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2007,2.1
168726,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2007,21.76
168727,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2007,21.76
168762,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,2007,1867
168763,Aves,Passeriformes,Australia,Oceania,Terrestrial,Mediterranean forests woodlands and scrub,Australasia,2007,1867
169475,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2008,3.96
169476,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2008,3.96
169847,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2008,2.49
169848,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2008,2.49
169883,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2008,1.77
169884,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2008,1.77
170059,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2008,5.55
170068,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2008,1.36
170069,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2008,1.36
170085,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2008,6.74
170086,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2008,6.74
170122,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2008,2.37
170153,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2008,11.7
170154,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2008,11.7
170170,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2008,14.6
170171,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2008,14.6
171340,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2008,1.93
171656,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2008,20.33
171657,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2008,20.33
172366,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2009,4
172367,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2009,4
172737,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2009,2.49
172738,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2009,2.49
172773,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2009,1.73
172774,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2009,1.73
172948,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2009,5.06
172957,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2009,1.36
172958,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2009,1.36
172974,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2009,5.67
172975,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2009,5.67
173011,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2009,2.36
173042,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2009,10.4
173043,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2009,10.4
173058,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2009,12.4
173059,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2009,12.4
173847,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2009,1.9
174119,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2009,19.79
174120,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2009,19.79
174780,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2010,3.94
174781,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2010,3.94
175148,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2010,2.43
175149,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2010,2.43
175184,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2010,1.63
175185,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2010,1.63
175359,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2010,5.16
175368,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2010,1.15
175369,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2010,1.15
175385,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2010,5.62
175386,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2010,5.62
175422,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2010,2.05
175452,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2010,10.6
175453,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2010,10.6
175468,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2010,13.6
175469,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2010,13.6
176173,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2010,2.4
176457,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2010,19.29
176458,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2010,19.29
177076,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2011,3.84
177077,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2011,3.84
177441,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2011,2.11
177442,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2011,2.11
177477,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2011,1.55
177478,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2011,1.55
177652,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2011,4.59
177674,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2011,5.23
177675,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2011,5.23
177710,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2011,1.73
177738,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2011,8.11
177739,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2011,8.11
177754,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2011,12.7
177755,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2011,12.7
178215,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2011,2.29
178458,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2011,18.33
178459,Aves,Passeriformes,"United States, Canada",North America,Terrestrial,Temperate grasslands savannas and shrublands,Nearctic,2011,18.33
178900,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2012,3.53
178901,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2012,3.53
179170,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2012,2.25
179171,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2012,2.25
179199,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2012,1.6
179200,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2012,1.6
179348,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2012,4.61
179368,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2012,5.99
179369,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2012,5.99
179396,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2012,1.66
179421,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2012,8.03
179422,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2012,8.03
179434,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2012,12.6
179435,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2012,12.6
179835,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2012,1.67
180325,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2013,3.7
180326,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2013,3.7
180547,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2013,2.04
180548,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2013,2.04
180573,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2013,1.48
180574,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2013,1.48
180700,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2013,4.26
180717,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2013,5.54
180718,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2013,5.54
180771,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2013,11.1
180772,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2013,11.1
181037,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2013,2.52
181449,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2014,4.39
181450,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2014,4.39
181673,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2014,1.86
181674,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2014,1.86
181699,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2014,1.39
181700,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2014,1.39
181826,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate coniferous forests,Nearctic,2014,4.18
181843,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2014,4.81
181844,Aves,Passeriformes,Canada,North America,Terrestrial,Temperate broadleaf and mixed forests,Nearctic,2014,4.81
181897,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2014,10.2
181898,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2014,10.2
182108,Aves,Passeriformes,Canada,North America,Terrestrial,Boreal forests/taiga,Nearctic,2014,1.29
